,Closed-loop recycling,Open to high- and middle-end recycling,Open to low-end recycling,Incineration,Discard or landfill
1993,5.865393119603393e-11,4.9869806738342186e-11,1.6869987829716426e-11,0.0,1.4244526147608239e-11
1994,2.2455559518759653e-12,1.9092572152735886e-12,6.458646642538491e-13,0.0,5.453493025984486e-13
1995,1.327344266043598e-10,1.1285586604861162e-10,3.817694936620634e-11,0.0,3.223550360391594e-11
1996,6.930083172878474e-11,5.89222071674977e-11,1.9932239221040947e-11,0.0,1.6830201991276293e-11
1997,3.1818935390994225e-10,2.705367101934295e-10,9.151731893409768e-11,0.0,7.727455737812884e-11
1998,8.244371520138205e-10,7.009678737717508e-10,2.3712382848397507e-10,0.0,2.002204512033564e-10
1999,2.2517513553586602e-08,1.914524783329947e-08,6.4764658030315756e-09,0.0,5.468539005871031e-09
2000,9.11879364304461e-09,7.753145737931502e-09,2.622738743047117e-09,0.0,2.2145641704536912e-09
2001,2.23480590169915e-08,1.9001171130875392e-08,6.427727450601365e-09,0.0,5.427385761269363e-09
2002,2.8157480013675214e-08,2.3940562173531953e-08,8.098627584885634e-09,0.0,6.838245146178266e-09
2003,8.540478269284041e-08,7.261439976098408e-08,2.4564042260226482e-08,0.0,2.0741161511118383e-08
2004,1.6388367105631714e-07,1.3934014031954967e-07,4.7136065389531226e-08,0.0,3.980032011367702e-08
2005,2.6729697339920313e-07,2.2726606952584626e-07,7.68797009205327e-08,0.0,6.491497925409218e-08
2006,6.977110430005829e-07,5.932205082274005e-07,2.0067498570112007e-07,0.0,1.6944411044299873e-07
2007,7.310279034492843e-07,6.215477721946178e-07,2.1025754937303229e-07,0.0,1.775353479805405e-07
2008,1.2182003356577584e-06,1.0357603330080609e-06,3.503776203510886e-07,0.0,2.958486529454556e-07
2009,2.0377646844672484e-06,1.7325851638648918e-06,5.860999378181992e-07,0.0,4.948857090849033e-07
2010,2.9403810938850124e-06,2.5000240205389002e-06,8.457096098602608e-07,0.0,7.140925513720745e-07
2011,4.670609469262195e-06,3.9711300987465e-06,1.3433562473496983e-06,0.0,1.1342908711065331e-06
2012,6.615578936504509e-06,5.624817233870859e-06,1.902766513166059e-06,0.0,1.6066405988653808e-06
2013,9.730335332922352e-06,8.273101779491841e-06,2.7986297814690963e-06,0.0,2.3630814379954287e-06
2014,1.4309488763550628e-05,1.2166472470152215e-05,4.115681530087896e-06,0.0,3.4751615568622957e-06
2015,1.9472220452103823e-05,1.655602362725304e-05,5.600581501462244e-06,0.0,4.728967824082357e-06
2016,2.6219694222718615e-05,2.2292982873649567e-05,7.5412834812009745e-06,0.0,6.367640025517378e-06
2017,3.543009423135009e-05,3.0124015833369326e-05,1.0190369959874026e-05,0.0,8.604451456185021e-06
